company name,industry33,stock market,stock number
日本通信,情報・通信業,東証プライム,9424
日本テレホン,情報・通信業,東証スタンダード,9425
イー・アクセス,情報・通信業,東証1部,9427
クロップス,情報・通信業,東証スタンダード,9428
ＭＸモバイリング,情報・通信業,東証1部,9430
日本電信電話,情報・通信業,東証プライム,9432
ＫＤＤＩ,情報・通信業,東証プライム,9433
ソフトバンク,情報・通信業,東証プライム,9434
光通信,情報・通信業,東証プライム,9435
沖縄セルラー電話,情報・通信業,東証スタンダード,9436
ＮＴＴドコモ,情報・通信業,東証1部,9437
エムティーアイ,情報・通信業,東証プライム,9438
ベルパーク,情報・通信業,東証スタンダード,9441
トーシンホールディングス,情報・通信業,東証スタンダード,9444
フォーバルテレコム,情報・通信業,東証スタンダード,9445
サカイホールディングス,情報・通信業,東証スタンダード,9446
丸紅テレコム,情報・通信業,東証2部,9447
インボイス,情報・通信業,東証1部,9448
ＧＭＯインターネットグループ,情報・通信業,東証プライム,9449
ファイバーゲート,情報・通信業,東証プライム,9450
アイドママーケティングコミュニケーション,情報・通信業,東証スタンダード,9466
アルファポリス,情報・通信業,東証グロース,9467
ＫＡＤＯＫＡＷＡ,情報・通信業,東証プライム,9468
学研ホールディングス,情報・通信業,東証プライム,9470
文溪堂,情報・通信業,名証メイン,9471
ゼンリン,情報・通信業,東証プライム,9474
昭文社ホールディングス,情報・通信業,東証スタンダード,9475
中央経済社ホールディングス,情報・通信業,東証スタンダード,9476
ＫＡＤＯＫＡＷＡ,情報・通信業,東証1部,9477
ＳＥホールディングス・アンド・インキュベーションズ,情報・通信業,東証スタンダード,9478
インプレスホールディングス,情報・通信業,東証スタンダード,9479
テレフォニカ・エセ・アー,情報・通信業,東証1部,9481
ドイツテレコム・アーゲー,情報・通信業,東証マザーズ,9496
アイネット,情報・通信業,東証プライム,9600
松竹,情報・通信業,東証プライム,9601
東宝,情報・通信業,東証プライム,9602
国際放映,情報・通信業,ジ証,9604
東映,情報・通信業,東証プライム,9605
ＡＯＩ　Ｐｒｏ．,情報・通信業,東証1部,9607
ＮＴＴデータ,情報・通信業,東証プライム,9613
キヤノンソフトウェア,情報・通信業,東証2部,9623
ピー・シー・エー,情報・通信業,東証プライム,9629
情報技術開発,情報・通信業,東証JASDAQ（スタンダード）,9638
セゾン情報システムズ,情報・通信業,東証スタンダード,9640
テクモ,情報・通信業,東証1部,9650
日本プロセス,情報・通信業,東証スタンダード,9651
光栄,情報・通信業,東証1部,9654
コムテック,情報・通信業,東証JASDAQ（スタンダード）,9657
ビジネスブレイン太田昭和,情報・通信業,東証プライム,9658
ＤＴＳ,情報・通信業,東証プライム,9682
スクウェア・エニックス・ホールディングス,情報・通信業,東証プライム,9684
ＫＹＣＯＭホールディングス,情報・通信業,東証スタンダード,9685
ＫＳＫ,情報・通信業,東証スタンダード,9687
両毛システムズ,情報・通信業,東証スタンダード,9691
シーイーシー,情報・通信業,東証プライム,9692
日立ソフトウェアエンジニアリング,情報・通信業,東証1部,9694
カプコン,情報・通信業,東証プライム,9697
クレオ,情報・通信業,東証スタンダード,9698
アイ・エス・ビー,情報・通信業,東証プライム,9702
ＮＣＳ＆Ａ,情報・通信業,東証スタンダード,9709
日本コンピュータシステム,情報・通信業,ジ証,9711
トランスデジタル,情報・通信業,ジ証,9712
ジャステック,情報・通信業,東証プライム,9717
ＳＣＳＫ,情報・通信業,東証プライム,9719
ＣＳＫ,情報・通信業,東証1部,9737
ＮＳＷ,情報・通信業,東証プライム,9739
日立情報システムズ,情報・通信業,東証1部,9741
アイネス,情報・通信業,東証プライム,9742
ＴＫＣ,情報・通信業,東証プライム,9746
エヌジェーケー,情報・通信業,東証2部,9748
富士ソフト,情報・通信業,東証プライム,9749
ソラン,情報・通信業,東証1部,9750
ＴＩＳ,情報・通信業,東証1部,9751
アイエックス・ナレッジ,情報・通信業,東証スタンダード,9753
ジャパンシステム,情報・通信業,東証JASDAQ（スタンダード）,9758
ＮＳＤ,情報・通信業,東証プライム,9759
コナミグループ,情報・通信業,東証プライム,9766
福井コンピュータホールディングス,情報・通信業,東証プライム,9790
旭情報サービス,情報・通信業,東証スタンダード,9799
日商エレクトロニクス,情報・通信業,東証1部,9865
ＪＢＣＣホールディングス,情報・通信業,東証プライム,9889
ミロク情報サービス,情報・通信業,東証プライム,9928
ソフトバンクグループ,情報・通信業,東証プライム,9984
いよぎんホールディングス,銀行業,東証プライム,5830
しずおかフィナンシャルグループ,銀行業,東証プライム,5831
ちゅうぎんフィナンシャルグループ,銀行業,東証プライム,5832
島根銀行,銀行業,東証スタンダード,7150
じもとホールディングス,銀行業,東証スタンダード,7161
めぶきフィナンシャルグループ,銀行業,東証プライム,7167
東京きらぼしフィナンシャルグループ,銀行業,東証プライム,7173
九州フィナンシャルグループ,銀行業,東証プライム,7180
ゆうちょ銀行,銀行業,東証プライム,7182
富山第一銀行,銀行業,東証プライム,7184
コンコルディア・フィナンシャルグループ,銀行業,東証プライム,7186
西日本フィナンシャルホールディングス,銀行業,東証プライム,7189
関西みらいフィナンシャルグループ,銀行業,東証1部,7321
三十三フィナンシャルグループ,銀行業,東証プライム,7322
第四北越フィナンシャルグループ,銀行業,東証プライム,7327
ひろぎんホールディングス,銀行業,東証プライム,7337
おきなわフィナンシャルグループ,銀行業,東証プライム,7350
十六フィナンシャルグループ,銀行業,東証プライム,7380
北國フィナンシャルホールディングス,銀行業,東証プライム,7381
プロクレアホールディングス,銀行業,東証プライム,7384
あいちフィナンシャルグループ,銀行業,東証プライム,7389
日本銀行,銀行業,東証,8301
ＳＢＩ新生銀行,銀行業,東証スタンダード,8303
あおぞら銀行,銀行業,東証プライム,8304
三菱ＵＦＪフィナンシャル・グループ,銀行業,東証プライム,8306
りそなホールディングス,銀行業,東証プライム,8308
三井住友トラスト・ホールディングス,銀行業,東証プライム,8309
三井住友フィナンシャルグループ,銀行業,東証プライム,8316
第四銀行,銀行業,東証1部,8324
北越銀行,銀行業,東証1部,8325
西日本シティ銀行,銀行業,東証1部,8327
札幌北洋ホールディングス,銀行業,東証1部,8328
千葉銀行,銀行業,東証プライム,8331
横浜銀行,銀行業,東証1部,8332
常陽銀行,銀行業,東証1部,8333
群馬銀行,銀行業,東証プライム,8334
武蔵野銀行,銀行業,東証プライム,8336
千葉興業銀行,銀行業,東証プライム,8337
筑波銀行,銀行業,東証プライム,8338
東京都民銀行,銀行業,東証1部,8339
九州親和ホールディングス,銀行業,東証1部,8340
七十七銀行,銀行業,東証プライム,8341
青森銀行,銀行業,東証1部,8342
秋田銀行,銀行業,東証プライム,8343
山形銀行,銀行業,東証プライム,8344
岩手銀行,銀行業,東証プライム,8345
東邦銀行,銀行業,東証プライム,8346
荘内銀行,銀行業,東証1部,8347
東北銀行,銀行業,東証スタンダード,8349
みちのく銀行,銀行業,東証1部,8350
ふくおかフィナンシャルグループ,銀行業,東証プライム,8354
静岡銀行,銀行業,東証プライム,8355
十六銀行,銀行業,東証1部,8356
スルガ銀行,銀行業,東証プライム,8358
八十二銀行,銀行業,東証プライム,8359
山梨中央銀行,銀行業,東証プライム,8360
大垣共立銀行,銀行業,東証プライム,8361
福井銀行,銀行業,東証プライム,8362
北國銀行,銀行業,東証1部,8363
清水銀行,銀行業,東証プライム,8364
富山銀行,銀行業,東証スタンダード,8365
滋賀銀行,銀行業,東証プライム,8366
南都銀行,銀行業,東証プライム,8367
百五銀行,銀行業,東証プライム,8368
京都銀行,銀行業,東証プライム,8369
紀陽銀行,銀行業,東証プライム,8370
泉州銀行,銀行業,大証,8372
三重銀行,銀行業,東証1部,8374
池田銀行,銀行業,東証1部,8375
ほくほくフィナンシャルグループ,銀行業,東証プライム,8377
きらやかホールディングス,銀行業,東証2部,8378
広島銀行,銀行業,東証1部,8379
山陰合同銀行,銀行業,東証プライム,8381
中国銀行,銀行業,東証プライム,8382
鳥取銀行,銀行業,東証スタンダード,8383
東京スター銀行,銀行業,東証1部,8384
伊予銀行,銀行業,東証プライム,8385
百十四銀行,銀行業,東証プライム,8386
四国銀行,銀行業,東証プライム,8387
阿波銀行,銀行業,東証プライム,8388
鹿児島銀行,銀行業,東証1部,8390
大分銀行,銀行業,東証プライム,8392
宮崎銀行,銀行業,東証プライム,8393
肥後銀行,銀行業,東証1部,8394
佐賀銀行,銀行業,東証プライム,8395
十八銀行,銀行業,東証1部,8396
沖縄銀行,銀行業,東証1部,8397
筑邦銀行,銀行業,福証普通,8398
琉球銀行,銀行業,東証プライム,8399
住友信託銀行,銀行業,東証1部,8403
みずほ信託銀行,銀行業,東証1部,8404
八千代銀行,銀行業,東証1部,8409
セブン銀行,銀行業,東証プライム,8410
みずほフィナンシャルグループ,銀行業,東証プライム,8411
紀陽ホールディングス,銀行業,東証1部,8415
高知銀行,銀行業,東証スタンダード,8416
山口フィナンシャルグループ,銀行業,東証プライム,8418
きらやか銀行,銀行業,東証2部,8520
長野銀行,銀行業,東証スタンダード,8521
名古屋銀行,銀行業,東証プライム,8522
北洋銀行,銀行業,東証プライム,8524
愛知銀行,銀行業,東証プライム,8527
岐阜銀行,銀行業,名証1部,8528
第三銀行,銀行業,東証1部,8529
中京銀行,銀行業,東証プライム,8530
東日本銀行,銀行業,東証1部,8536
大光銀行,銀行業,東証スタンダード,8537
福岡中央銀行,銀行業,福証普通,8540
愛媛銀行,銀行業,東証プライム,8541
トマト銀行,銀行業,東証スタンダード,8542
みなと銀行,銀行業,東証1部,8543
京葉銀行,銀行業,東証プライム,8544
関西アーバン銀行,銀行業,東証1部,8545
栃木銀行,銀行業,東証プライム,8550
北日本銀行,銀行業,東証プライム,8551
びわこ銀行,銀行業,大証,8552
南日本銀行,銀行業,福証普通,8554
香川銀行,銀行業,東証1部,8556
東和銀行,銀行業,東証プライム,8558
豊和銀行,銀行業,福証普通,8559
宮崎太陽銀行,銀行業,福証普通,8560
徳島銀行,銀行業,東証1部,8561
福島銀行,銀行業,東証スタンダード,8562
大東銀行,銀行業,東証スタンダード,8563
トモニホールディングス,銀行業,東証プライム,8600
ジェー・ピー・モルガン・チェース・アンド・カンパニー,銀行業,東証1部,8634
トロント・ドミニオン銀行,銀行業,東証マザーズ,8640
ウエストパック・バンキング・コーポレーション,銀行業,東証マザーズ,8641
バークレイズ・ピーエルシー,銀行業,東証マザーズ,8642
バンク・オブ・アメリカ・コーポレーション,銀行業,東証,8648
ユービーエス・エイ・ジー,銀行業,東証マザーズ,8657
ビー・エヌ・ピー・パリバ,銀行業,東証マザーズ,8665
ソシエテ　ジェネラル,銀行業,東証マザーズ,8666
シティグループ・インク,銀行業,東証1部,8710
フィデアホールディングス,銀行業,東証プライム,8713
池田泉州ホールディングス,銀行業,東証プライム,8714
Ｏａｋ　キャピタル,証券、商品先物取引業,東証スタンダード,3113
ＳＢＩリーシングサービス,証券、商品先物取引業,東証グロース,5834
ＦＰＧ,証券、商品先物取引業,東証プライム,7148
アストマックス,証券、商品先物取引業,東証スタンダード,7162
ジャパンインベストメントアドバイザー,証券、商品先物取引業,東証プライム,7172
今村証券,証券、商品先物取引業,東証スタンダード,7175
ＧＭＯフィナンシャルホールディングス,証券、商品先物取引業,東証スタンダード,7177
ヒロセ通商,証券、商品先物取引業,東証スタンダード,7185
マーキュリアインベストメント,証券、商品先物取引業,東証1部,7190
インヴァスト,証券、商品先物取引業,東証スタンダード,7338
ウェルスナビ,証券、商品先物取引業,東証グロース,7342
マーキュリアホールディングス,証券、商品先物取引業,東証プライム,7347
大和ＳＭＢＣキャピタル,証券、商品先物取引業,ジ証,8458
フューチャーベンチャーキャピタル,証券、商品先物取引業,東証スタンダード,8462
ＳＢＩホールディングス,証券、商品先物取引業,東証プライム,8473
日本アジア投資,証券、商品先物取引業,東証スタンダード,8518
ジャフコ　グループ,証券、商品先物取引業,東証プライム,8595
大和証券グループ本社,証券、商品先物取引業,東証プライム,8601
日興コーディアルグループ,証券、商品先物取引業,東証1部,8603
野村ホールディングス,証券、商品先物取引業,東証プライム,8604
みずほ証券,証券、商品先物取引業,東証1部,8606
みずほインベスターズ証券,証券、商品先物取引業,東証1部,8607
岡三証券グループ,証券、商品先物取引業,東証プライム,8609
コスモ証券,証券、商品先物取引業,東証1部,8611
丸三証券,証券、商品先物取引業,東証プライム,8613
東洋証券,証券、商品先物取引業,東証プライム,8614
三菱ＵＦＪ証券,証券、商品先物取引業,東証1部,8615
東海東京フィナンシャル・ホールディングス,証券、商品先物取引業,東証プライム,8616
光世証券,証券、商品先物取引業,東証スタンダード,8617
水戸証券,証券、商品先物取引業,東証プライム,8622
いちよし証券,証券、商品先物取引業,東証プライム,8624
高木証券,証券、商品先物取引業,東証2部,8625
松井証券,証券、商品先物取引業,東証プライム,8628
メリルリンチ・アンド・カンパニー・インク,証券、商品先物取引業,東証マザーズ,8675
だいこう証券ビジネス,証券、商品先物取引業,東証1部,8692
マネックスグループ,証券、商品先物取引業,東証プライム,8698
ＨＳホールディングス,証券、商品先物取引業,東証スタンダード,8699
丸八証券,証券、商品先物取引業,東証スタンダード,8700
ＳＢＩ証券,証券、商品先物取引業,ジ証,8701
スターホールディングス,証券、商品先物取引業,東証JASDAQ（スタンダード）,8702
カブドットコム証券,証券、商品先物取引業,東証1部,8703
トレイダーズホールディングス,証券、商品先物取引業,東証スタンダード,8704
日産証券グループ,証券、商品先物取引業,東証スタンダード,8705
極東証券,証券、商品先物取引業,東証プライム,8706
岩井コスモホールディングス,証券、商品先物取引業,東証プライム,8707
アイザワ証券グループ,証券、商品先物取引業,東証プライム,8708
インヴァスト証券,証券、商品先物取引業,東証JASDAQ（スタンダード）,8709
ＦＸプライムｂｙＧＭＯ,証券、商品先物取引業,東証JASDAQ（スタンダード）,8711
マネースクウェアＨＤ,証券、商品先物取引業,東証1部,8728
マネーパートナーズグループ,証券、商品先物取引業,東証プライム,8732
アストマックス,証券、商品先物取引業,ジ証,8734
ＳＢＩフューチャーズ,証券、商品先物取引業,へ証,8735
あかつき本社,証券、商品先物取引業,東証スタンダード,8737
ひまわりホールディングス,証券、商品先物取引業,東証JASDAQ（スタンダード）,8738
スパークス・グループ,証券、商品先物取引業,東証プライム,8739
フジトミ証券,証券、商品先物取引業,東証JASDAQ（スタンダード）,8740
小林洋行,証券、商品先物取引業,東証スタンダード,8742
ユニコムグループホールディングス,証券、商品先物取引業,ジ証,8744
第一商品,証券、商品先物取引業,東証スタンダード,8746
豊トラスティ証券,証券、商品先物取引業,東証スタンダード,8747
エース交易,証券、商品先物取引業,ジ証,8749
アジア開発キャピタル,証券、商品先物取引業,東証スタンダード,9318
エージェント・インシュアランス・グループ,保険業,名証メイン,5836
ライフネット生命保険,保険業,東証グロース,7157
ＮＦＣホールディングス,保険業,東証スタンダード,7169
かんぽ生命保険,保険業,東証プライム,7181
アイペット損害保険,保険業,東証マザーズ,7323
アイリックコーポレーション,保険業,東証グロース,7325
ＳＢＩインシュアランスグループ,保険業,東証グロース,7326
アイペットホールディングス,保険業,東証グロース,7339
ブロードマインド,保険業,東証グロース,7343
ＦＰパートナー,保険業,東証グロース,7388
ＳＯＭＰＯホールディングス,保険業,東証プライム,8630
アメリカン・インターナショナル・グループ・インク,保険業,東証,8685
アフラック・インコーポレーテッド,保険業,東証,8686
エイゴン・エヌ・ヴイ,保険業,東証マザーズ,8689
アニコム　ホールディングス,保険業,東証プライム,8715
ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,東証プライム,8725
ソニーフィナンシャルホールディングス,保険業,東証1部,8729
第一生命ホールディングス,保険業,東証プライム,8750
三井住友海上火災保険,保険業,東証1部,8752
日本興亜損害保険,保険業,東証1部,8754
損害保険ジャパン,保険業,東証1部,8755
ニッセイ同和損害保険,保険業,東証1部,8759
あいおい損害保険,保険業,東証1部,8761
富士火災海上保険,保険業,東証1部,8763
東京海上ホールディングス,保険業,東証プライム,8766
ウェブクルー,保険業,東証マザーズ,8767
Ｔ＆Ｄホールディングス,保険業,東証プライム,8795
アドバンスクリエイト,保険業,東証プライム,8798
ウェッジホールディングス,その他金融業,東証グロース,2388
オリカキャピタル,その他金融業,大証,3570
山田債権回収管理総合事務所,その他金融業,東証スタンダード,4351
プリヴェ企業投資ホールディングス,その他金融業,東証2部,6720
クオンツ,その他金融業,ジ証,6811
全国保証,その他金融業,東証プライム,7164
あんしん保証,その他金融業,東証スタンダード,7183
ジェイリース,その他金融業,東証プライム,7187
イントラスト,その他金融業,東証プライム,7191
日本モーゲージサービス,その他金融業,東証スタンダード,7192
Ｃａｓａ,その他金融業,東証プライム,7196
アルヒ,その他金融業,東証プライム,7198
プレミアグループ,その他金融業,東証プライム,7199
日本リビング保証,その他金融業,東証グロース,7320
アイ・パートナーズフィナンシャル,その他金融業,東証グロース,7345
ネットプロテクションズホールディングス,その他金融業,東証プライム,7383
ジャパンワランティサポート,その他金融業,東証グロース,7386
ＭＡＧねっとホールディングス,その他金融業,東証JASDAQ（スタンダード）,8073
クレディセゾン,その他金融業,東証プライム,8253
セディナ,その他金融業,東証1部,8258
アクリーティブ,その他金融業,東証1部,8423
芙蓉総合リース,その他金融業,東証プライム,8424
みずほリース,その他金融業,東証プライム,8425
ニッシン債権回収,その他金融業,東証マザーズ,8426
東京センチュリー,その他金融業,東証プライム,8439
中小企業信用機構,その他金融業,ジ証,8489
インター,その他金融業,大証,8493
Ｊトラスト,その他金融業,東証スタンダード,8508
日本証券金融,その他金融業,東証プライム,8511
大阪証券金融,その他金融業,東証1部,8512
中部証券金融,その他金融業,名証2部,8513
ＲＨインシグノ,その他金融業,札証普通,8514
アイフル,その他金融業,東証プライム,8515
ポケットカード,その他金融業,東証1部,8519
武富士,その他金融業,東証1部,8564
三洋電機クレジット,その他金融業,東証1部,8565
リコーリース,その他金融業,東証プライム,8566
クレディア,その他金融業,東証1部,8567
シンキ,その他金融業,東証1部,8568
イオンフィナンシャルサービス,その他金融業,東証プライム,8570
ＮＩＳグループ,その他金融業,東証2部,8571
アコム,その他金融業,東証スタンダード,8572
三洋信販,その他金融業,東証1部,8573
プロミス,その他金融業,東証1部,8574
ロプロ,その他金融業,大証,8577
東京リース,その他金融業,東証1部,8579
三菱ＵＦＪニコス,その他金融業,東証1部,8583
ジャックス,その他金融業,東証プライム,8584
オリエントコーポレーション,その他金融業,東証プライム,8585
日立キャピタル,その他金融業,東証1部,8586
セントラルファイナンス,その他金融業,東証1部,8588
アプラスフィナンシャル,その他金融業,東証1部,8589
オリックス,その他金融業,東証プライム,8591
住商リース,その他金融業,東証1部,8592
三菱ＨＣキャピタル,その他金融業,東証プライム,8593
中道リース,その他金融業,札証普通,8594
九州リースサービス,その他金融業,東証スタンダード,8596
ＳＦＣＧ,その他金融業,東証1部,8597
ザ・イベロ・アメリカ・ファンド・インク,その他金融業,大証,8678
コリア・エクイティ・ファンド・インク,その他金融業,大証,8681
モルガン・スタンレーＡ―Ｐ・ファンド,その他金融業,東証,8682
テンプルトン・ドラゴン・ファンド・インク,その他金融業,大証,8683
日本取引所グループ,その他金融業,東証プライム,8697
ＪＰＮホールディングス,その他金融業,東証JASDAQ（スタンダード）,8718
イー・ギャランティ,その他金融業,東証プライム,8771
アサックス,その他金融業,東証スタンダード,8772
ジェーピーエヌ債権回収,その他金融業,へ証,8774
ＧＦＡ,その他金融業,東証スタンダード,8783
ＵＣＳ,その他金融業,東証JASDAQ（スタンダード）,8787
フィンテック　グローバル,その他金融業,東証スタンダード,8789
ＮＥＣキャピタルソリューション,その他金融業,東証プライム,8793
アゼル,不動産業,東証1部,1872
大東建託,不動産業,東証プライム,1878
いちご,不動産業,東証プライム,2337
日本駐車場開発,不動産業,東証プライム,2353
グッドライフカンパニー,不動産業,東証スタンダード,2970
大英産業,不動産業,福証普通,2974
スター・マイカ・ホールディングス,不動産業,東証プライム,2975
日本グランデ,不動産業,札証アンビシャス,2976
ツクルバ,不動産業,東証グロース,2978
ＳＲＥホールディングス,不動産業,東証プライム,2980
ランディックス,不動産業,東証グロース,2981
ＡＤワークスグループ,不動産業,東証プライム,2982
アールプランナー,不動産業,東証グロース,2983
ヤマイチ・ユニハイムエステート,不動産業,東証スタンダード,2984
ＬＡホールディングス,不動産業,東証グロース,2986
タスキ,不動産業,東証グロース,2987
ランドネット,不動産業,東証スタンダード,2991
長栄,不動産業,東証スタンダード,2993
ストレージ王,不動産業,東証グロース,2997
クリアル,不動産業,東証グロース,2998
ホームポジション,不動産業,東証スタンダード,2999
ヒューリック,不動産業,東証プライム,3003
中央コーポレーション,不動産業,東証2部,3207
東京建物不動産販売,不動産業,東証1部,3225
三栄建築設計,不動産業,東証プライム,3228
スター・マイカ,不動産業,東証1部,3230
野村不動産ホールディングス,不動産業,東証プライム,3231
三重交通グループホールディングス,不動産業,東証プライム,3232
ファンドクリエーション,不動産業,ジ証,3233
トラストパーク,不動産業,東証マザーズ,3235
プロパスト,不動産業,東証スタンダード,3236
イントランス,不動産業,東証グロース,3237
セントラル総合開発,不動産業,東証スタンダード,3238
総和地所,不動産業,ジ証,3239
ウィル,不動産業,東証スタンダード,3241
アーバネットコーポレーション,不動産業,東証スタンダード,3242
ダイヨシトラスト,不動産業,福証Q-Board,3243
サムティ,不動産業,東証プライム,3244
ディア・ライフ,不動産業,東証プライム,3245
コーセーアールイー,不動産業,東証スタンダード,3246
エルクリエイト,不動産業,ジ証,3247
アールエイジ,不動産業,東証スタンダード,3248
エー・ディー・ワークス,不動産業,東証1部,3250
駐車場綜合研究所,不動産業,東証マザーズ,3251
地主,不動産業,東証プライム,3252
プレサンスコーポレーション,不動産業,東証スタンダード,3254
ユニゾホールディングス,不動産業,東証1部,3258
グローバル住販,不動産業,ジ証,3259
エスポア,不動産業,名証ネクスト,3260
グランディーズ,不動産業,東証グロース,3261
アスコット,不動産業,東証スタンダード,3264
ヒューリック,不動産業,東証1部,3265
ファンドクリエーショングループ,不動産業,東証スタンダード,3266
一建設,不動産業,東証JASDAQ（スタンダード）,3268
ＴＨＥグローバル社,不動産業,東証スタンダード,3271
エイブル＆パートナーズ,不動産業,ジ証,3272
アイディホーム,不動産業,東証JASDAQ（スタンダード）,3274
ハウスコム,不動産業,東証プライム,3275
ＪＰＭＣ,不動産業,東証プライム,3276
サンセイランディック,不動産業,東証スタンダード,3277
エストラスト,不動産業,東証スタンダード,3280
フージャースホールディングス,不動産業,東証プライム,3284
トラストホールディングス,不動産業,東証グロース,3286
オープンハウスグループ,不動産業,東証プライム,3288
東急不動産ホールディングス,不動産業,東証プライム,3289
飯田グループホールディングス,不動産業,東証プライム,3291
アズマハウス,不動産業,東証スタンダード,3293
イーグランド,不動産業,東証スタンダード,3294
東武住販,不動産業,東証スタンダード,3297
ムゲンエステート,不動産業,東証プライム,3299
アンビション　ＤＸ　ホールディングス,不動産業,東証グロース,3300
ビーロット,不動産業,東証プライム,3452
ファーストブラザーズ,不動産業,東証プライム,3454
Ａｎｄ　Ｄｏホールディングス,不動産業,東証プライム,3457
シーアールイー,不動産業,東証プライム,3458
パルマ,不動産業,東証グロース,3461
プロパティエージェント,不動産業,東証プライム,3464
ケイアイスター不動産,不動産業,東証プライム,3465
アグレ都市デザイン,不動産業,東証プライム,3467
デュアルタップ,不動産業,東証スタンダード,3469
Ｇ－ＦＡＣＴＯＲＹ,不動産業,東証グロース,3474
グッドコムアセット,不動産業,東証プライム,3475
フォーライフ,不動産業,東証グロース,3477
ティーケーピー,不動産業,東証グロース,3479
ジェイ・エス・ビー,不動産業,東証プライム,3480
ロードスターキャピタル,不動産業,東証プライム,3482
テンポイノベーション,不動産業,東証プライム,3484
グローバル・リンク・マネジメント,不動産業,東証プライム,3486
フェイスネットワーク,不動産業,東証プライム,3489
アズ企画設計,不動産業,東証スタンダード,3490
ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,東証グロース,3491
マリオン,不動産業,東証スタンダード,3494
香陵住販,不動産業,東証スタンダード,3495
アズーム,不動産業,東証グロース,3496
ＬｅＴｅｃｈ,不動産業,東証グロース,3497
霞ヶ関キャピタル,不動産業,東証グロース,3498
ミライノベート,不動産業,東証スタンダード,3528
ウェルス・マネジメント,不動産業,東証スタンダード,3772
パーク２４,不動産業,東証プライム,4666
メッツ,不動産業,東証マザーズ,4744
パラカ,不動産業,東証プライム,4809
ビジネス・ワンホールディングス,不動産業,福証Q-Board,4827
ヨシコン,不動産業,東証スタンダード,5280
ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,東証グロース,5527
新立川航空機,不動産業,東証2部,5996
扶桑レクセル,不動産業,東証2部,6386
宮越ホールディングス,不動産業,東証プライム,6620
ＪＡＬＣＯホールディングス,不動産業,東証スタンダード,6625
ツノダ,不動産業,名証2部,7308
ＥＭＣＯＭホールディングス,不動産業,ジ証,7954
三井不動産,不動産業,東証プライム,8801
三菱地所,不動産業,東証プライム,8802
平和不動産,不動産業,東証プライム,8803
東京建物,不動産業,東証プライム,8804
ダイビル,不動産業,東証スタンダード,8806
サンケイビル,不動産業,東証1部,8809
大阪港振興,不動産業,ジ証,8810
東急不動産,不動産業,東証1部,8815
京阪神ビルディング,不動産業,東証プライム,8818
立飛企業,不動産業,東証2部,8821
住友不動産,不動産業,東証プライム,8830
小田急不動産,不動産業,東証1部,8832
東宝不動産,不動産業,東証1部,8833
藤和不動産,不動産業,東証1部,8834
ＲＩＳＥ,不動産業,東証スタンダード,8836
有楽土地,不動産業,東証1部,8838
ニチモ,不動産業,東証2部,8839
大京,不動産業,東証1部,8840
テーオーシー,不動産業,東証スタンダード,8841
東京楽天地,不動産業,東証プライム,8842
コスモスイニシア,不動産業,東証スタンダード,8844
レオパレス２１,不動産業,東証プライム,8848
スターツコーポレーション,不動産業,東証プライム,8850
アーバンライフ,不動産業,東証2部,8851
ダイヤモンドシティ,不動産業,東証1部,8853
日住サービス,不動産業,東証スタンダード,8854
ダイア建設,不動産業,東証2部,8858
フジ住宅,不動産業,東証プライム,8860
空港施設,不動産業,東証プライム,8864
コマーシャル・アールイー,不動産業,ジ証,8866
アーバンコーポレイション,不動産業,東証1部,8868
明和地所,不動産業,東証プライム,8869
住友不動産販売,不動産業,東証1部,8870
ゴールドクレスト,不動産業,東証プライム,8871
エイブル,不動産業,ジ証,8872
ジョイント・コーポレーション,不動産業,東証1部,8874
東栄住宅,不動産業,東証1部,8875
エスリード,不動産業,東証プライム,8877
日本綜合地所,不動産業,東証1部,8878
東急リバブル,不動産業,東証1部,8879
飯田産業,不動産業,東証1部,8880
日神グループホールディングス,不動産業,東証プライム,8881
ゼファー,不動産業,東証1部,8882
ディックスクロキ,不動産業,ジ証,8884
ラ・アトレ,不動産業,東証JASDAQ（グロース）,8885
ウッドフレンズ,不動産業,東証スタンダード,8886
リベレステ,不動産業,東証スタンダード,8887
クリード,不動産業,東証1部,8888
ＡＰＡＭＡＮ,不動産業,東証スタンダード,8889
レーサム,不動産業,東証スタンダード,8890
ＡＭＧホールディングス,不動産業,東証スタンダード,8891
日本エスコン,不動産業,東証プライム,8892
新日本建物,不動産業,東証スタンダード,8893
ＲＥＶＯＬＵＴＩＯＮ,不動産業,東証スタンダード,8894
アーネストワン,不動産業,東証1部,8895
菱和ライフクリエイト,不動産業,東証2部,8896
ＭＩＲＡＲＴＨホールディングス,不動産業,東証プライム,8897
センチュリー２１・ジャパン,不動産業,東証スタンダード,8898
モリモト,不動産業,東証2部,8899
セイクレスト,不動産業,ジ証,8900
ダイナシティ,不動産業,ジ証,8901
パシフィックホールディングス,不動産業,東証2部,8902
サンウッド,不動産業,東証スタンダード,8903
ＡＶＡＮＴＩＡ,不動産業,東証プライム,8904
イオンモール,不動産業,東証プライム,8905
フージャースコーポレーション,不動産業,東証1部,8907
毎日コムネット,不動産業,東証スタンダード,8908
シノケングループ,不動産業,東証スタンダード,8909
サンシティ,不動産業,東証1部,8910
